kind,source,target,source_subsystem,target_subsystem
include,renderer/render_resource_orchestrator.cpp,renderer/render_resource_orchestrator.h,renderer,renderer
include,renderer/render_resource_orchestrator.h,renderer/gaussian_splat_renderer.h,renderer,renderer
include,renderer/render_sorting_orchestrator.cpp,interfaces/gpu_culler.h,renderer,interfaces
include,renderer/render_sorting_orchestrator.cpp,interfaces/gpu_sorting_pipeline.h,renderer,interfaces
include,renderer/render_sorting_orchestrator.cpp,logger/gs_logger.h,renderer,logger
include,renderer/render_sorting_orchestrator.cpp,renderer/gaussian_splat_renderer.h,renderer,renderer
include,renderer/render_sorting_orchestrator.cpp,renderer/gpu_buffer_raii.h,renderer,renderer
include,renderer/render_sorting_orchestrator.cpp,renderer/gpu_sorter.h,renderer,renderer
include,renderer/render_sorting_orchestrator.cpp,renderer/gpu_sorting_config.h,renderer,renderer
include,renderer/render_sorting_orchestrator.cpp,renderer/instance_pipeline_contract.h,renderer,renderer
include,renderer/render_sorting_orchestrator.cpp,renderer/render_debug_state_orchestrator.h,renderer,renderer
include,renderer/render_sorting_orchestrator.cpp,renderer/render_sorting_orchestrator.h,renderer,renderer
include,renderer/render_sorting_orchestrator.cpp,renderer/render_streaming_orchestrator.h,renderer,renderer
include,renderer/render_sorting_orchestrator.cpp,renderer/sort_benchmark_metrics.h,renderer,renderer
include,renderer/render_sorting_orchestrator.cpp,renderer/sort_fallback_policy.h,renderer,renderer
include,renderer/render_sorting_orchestrator.cpp,renderer/sorting_config.h,renderer,renderer
include,renderer/render_sorting_orchestrator.cpp,renderer/sorting_contract.h,renderer,renderer
include,renderer/render_sorting_orchestrator.h,renderer/render_types/render_state_types.h,renderer,renderer
include,renderer/render_sorting_orchestrator.h,renderer/rendering_error.h,renderer,renderer
include,renderer/render_streaming_orchestrator.cpp,core/gaussian_splat_scene_director.h,renderer,core
include,renderer/render_streaming_orchestrator.cpp,interfaces/gpu_sorting_pipeline.h,renderer,interfaces
include,renderer/render_streaming_orchestrator.cpp,logger/gs_debug_trace.h,renderer,logger
include,renderer/render_streaming_orchestrator.cpp,logger/gs_logger.h,renderer,logger
include,renderer/render_streaming_orchestrator.cpp,renderer/gaussian_gpu_layout.h,renderer,renderer
include,renderer/render_streaming_orchestrator.cpp,renderer/gpu_sorting_config.h,renderer,renderer
include,renderer/render_streaming_orchestrator.cpp,renderer/instance_pipeline_contract.h,renderer,renderer
include,renderer/render_streaming_orchestrator.cpp,renderer/pipeline_io_contracts.h,renderer,renderer
include,renderer/render_streaming_orchestrator.cpp,renderer/render_data_orchestrator.h,renderer,renderer
include,renderer/render_streaming_orchestrator.cpp,renderer/render_device_orchestrator.h,renderer,renderer
include,renderer/render_streaming_orchestrator.cpp,renderer/render_pipeline_stages.h,renderer,renderer
include,renderer/render_streaming_orchestrator.cpp,renderer/render_streaming_orchestrator.h,renderer,renderer
include,renderer/render_streaming_orchestrator.cpp,renderer/resource_owner_mismatch_contract.h,renderer,renderer
include,renderer/render_streaming_orchestrator.h,renderer/gaussian_splat_renderer.h,renderer,renderer
include,renderer/render_types/render_debug_types.h,renderer/tile_render_types.h,renderer,renderer
include,renderer/render_types/render_facade_state_types.h,renderer/gaussian_gpu_layout.h,renderer,renderer
include,renderer/render_types/render_facade_state_types.h,renderer/gpu_buffer_manager.h,renderer,renderer
include,renderer/render_types/render_facade_state_types.h,renderer/gpu_performance_monitor.h,renderer,renderer
include,renderer/render_types/render_frame_types.h,renderer/rendering_error.h,renderer,renderer
include,renderer/render_types/render_performance_types.h,renderer/render_types/render_pipeline_io_types.h,renderer,renderer
include,renderer/render_types/render_pipeline_io_types.h,renderer/render_types/render_state_types.h,renderer,renderer
include,renderer/render_types/render_pipeline_io_types.h,renderer/tile_render_types.h,renderer,renderer
include,renderer/render_types/render_state_types.h,core/gaussian_data.h,renderer,core
include,renderer/render_types/render_state_types.h,core/gaussian_splat_asset.h,renderer,core
include,renderer/render_types/render_state_types.h,core/gaussian_splat_manager.h,renderer,core
include,renderer/render_types/render_state_types.h,core/gaussian_streaming.h,renderer,core
include,renderer/render_types/render_state_types.h,renderer/gaussian_gpu_layout.h,renderer,renderer
include,renderer/render_types/render_state_types.h,renderer/gpu_memory_stream.h,renderer,renderer
include,renderer/rendering_diagnostics.cpp,logger/gs_logger.h,renderer,logger
include,renderer/rendering_diagnostics.cpp,renderer/gaussian_splat_renderer.h,renderer,renderer
include,renderer/rendering_diagnostics.cpp,renderer/rendering_diagnostics.h,renderer,renderer
include,renderer/rendering_diagnostics.cpp,renderer/rendering_error.h,renderer,renderer
include,renderer/rendering_diagnostics.h,logger/logging_config.h,renderer,logger
include,renderer/rendering_error.cpp,renderer/rendering_error.h,renderer,renderer
include,renderer/resource_owner_mismatch_contract.cpp,renderer/resource_owner_mismatch_contract.h,renderer,renderer
include,renderer/sh_config.cpp,logger/gs_logger.h,renderer,logger
include,renderer/sh_config.cpp,renderer/sh_config.h,renderer,renderer
include,renderer/shader_compilation_helper.cpp,logger/gs_logger.h,renderer,logger
include,renderer/shader_compilation_helper.cpp,renderer/quantization_config.h,renderer,renderer
include,renderer/shader_compilation_helper.cpp,renderer/shader_compilation_helper.h,renderer,renderer
include,renderer/shader_compilation_helper.cpp,renderer/tile_prefix_scan_utils.h,renderer,renderer
include,renderer/shader_compilation_helper.cpp,renderer/tile_renderer.h,renderer,renderer
include,renderer/shader_compilation_helper.h,renderer/shader_compilation_types.h,renderer,renderer
include,renderer/sorting_config.cpp,core/gs_project_settings.h,renderer,core
include,renderer/sorting_config.cpp,renderer/sorting_config.h,renderer,renderer
include,renderer/tile_prefix_scan_utils.h,renderer/pipeline_io_contracts.h,renderer,renderer
include,renderer/tile_render_adaptive_controller.cpp,logger/gs_logger.h,renderer,logger
include,renderer/tile_render_adaptive_controller.cpp,renderer/tile_renderer.h,renderer,renderer
include,renderer/tile_render_async_readback.cpp,renderer/pipeline_io_contracts.h,renderer,renderer
include,renderer/tile_render_async_readback.cpp,renderer/tile_renderer.h,renderer,renderer
include,renderer/tile_render_binning.cpp,interfaces/sync_policy.h,renderer,interfaces
include,renderer/tile_render_binning.cpp,logger/gs_logger.h,renderer,logger
include,renderer/tile_render_binning.cpp,renderer/gaussian_gpu_layout.h,renderer,renderer
include,renderer/tile_render_binning.cpp,renderer/gpu_debug_utils.h,renderer,renderer
include,renderer/tile_render_binning.cpp,renderer/gpu_performance_monitor.h,renderer,renderer
include,renderer/tile_render_binning.cpp,renderer/gpu_sorter.h,renderer,renderer
include,renderer/tile_render_binning.cpp,renderer/gpu_sorting_config.h,renderer,renderer
include,renderer/tile_render_binning.cpp,renderer/pipeline_io_contracts.h,renderer,renderer
include,renderer/tile_render_binning.cpp,renderer/quantization_config.h,renderer,renderer
include,renderer/tile_render_binning.cpp,renderer/resource_owner_mismatch_contract.h,renderer,renderer
include,renderer/tile_render_binning.cpp,renderer/sh_config.h,renderer,renderer
include,renderer/tile_render_binning.cpp,renderer/shader_compilation_helper.h,renderer,renderer
include,renderer/tile_render_binning.cpp,renderer/tile_prefix_scan_utils.h,renderer,renderer
include,renderer/tile_render_binning.cpp,renderer/tile_renderer.h,renderer,renderer
include,renderer/tile_render_debug_stats.cpp,interfaces/sync_policy.h,renderer,interfaces
include,renderer/tile_render_debug_stats.cpp,logger/gs_logger.h,renderer,logger
include,renderer/tile_render_debug_stats.cpp,renderer/gaussian_gpu_layout.h,renderer,renderer
include,renderer/tile_render_debug_stats.cpp,renderer/gpu_debug_utils.h,renderer,renderer
include,renderer/tile_render_debug_stats.cpp,renderer/gpu_performance_monitor.h,renderer,renderer
include,renderer/tile_render_debug_stats.cpp,renderer/gpu_sorter.h,renderer,renderer
include,renderer/tile_render_debug_stats.cpp,renderer/gpu_sorting_config.h,renderer,renderer
include,renderer/tile_render_debug_stats.cpp,renderer/pipeline_io_contracts.h,renderer,renderer
include,renderer/tile_render_debug_stats.cpp,renderer/quantization_config.h,renderer,renderer
include,renderer/tile_render_debug_stats.cpp,renderer/resource_owner_mismatch_contract.h,renderer,renderer
include,renderer/tile_render_debug_stats.cpp,renderer/sh_config.h,renderer,renderer
include,renderer/tile_render_debug_stats.cpp,renderer/shader_compilation_helper.h,renderer,renderer
include,renderer/tile_render_debug_stats.cpp,renderer/tile_prefix_scan_utils.h,renderer,renderer
include,renderer/tile_render_debug_stats.cpp,renderer/tile_renderer.h,renderer,renderer
include,renderer/tile_render_prefix_scan.cpp,interfaces/sync_policy.h,renderer,interfaces
include,renderer/tile_render_prefix_scan.cpp,logger/gs_logger.h,renderer,logger
include,renderer/tile_render_prefix_scan.cpp,renderer/gaussian_gpu_layout.h,renderer,renderer
include,renderer/tile_render_prefix_scan.cpp,renderer/gpu_debug_utils.h,renderer,renderer
include,renderer/tile_render_prefix_scan.cpp,renderer/gpu_performance_monitor.h,renderer,renderer
include,renderer/tile_render_prefix_scan.cpp,renderer/gpu_sorter.h,renderer,renderer
include,renderer/tile_render_prefix_scan.cpp,renderer/gpu_sorting_config.h,renderer,renderer
include,renderer/tile_render_prefix_scan.cpp,renderer/pipeline_io_contracts.h,renderer,renderer
include,renderer/tile_render_prefix_scan.cpp,renderer/quantization_config.h,renderer,renderer
include,renderer/tile_render_prefix_scan.cpp,renderer/resource_owner_mismatch_contract.h,renderer,renderer
include,renderer/tile_render_prefix_scan.cpp,renderer/sh_config.h,renderer,renderer
include,renderer/tile_render_prefix_scan.cpp,renderer/shader_compilation_helper.h,renderer,renderer
include,renderer/tile_render_prefix_scan.cpp,renderer/tile_prefix_scan_utils.h,renderer,renderer
include,renderer/tile_render_prefix_scan.cpp,renderer/tile_renderer.h,renderer,renderer
include,renderer/tile_render_rasterizer_stage.cpp,interfaces/sync_policy.h,renderer,interfaces
include,renderer/tile_render_rasterizer_stage.cpp,logger/gs_logger.h,renderer,logger
include,renderer/tile_render_rasterizer_stage.cpp,renderer/gaussian_gpu_layout.h,renderer,renderer
include,renderer/tile_render_rasterizer_stage.cpp,renderer/gpu_debug_utils.h,renderer,renderer
include,renderer/tile_render_rasterizer_stage.cpp,renderer/gpu_performance_monitor.h,renderer,renderer
include,renderer/tile_render_rasterizer_stage.cpp,renderer/gpu_sorter.h,renderer,renderer
include,renderer/tile_render_rasterizer_stage.cpp,renderer/gpu_sorting_config.h,renderer,renderer
include,renderer/tile_render_rasterizer_stage.cpp,renderer/pipeline_io_contracts.h,renderer,renderer
include,renderer/tile_render_rasterizer_stage.cpp,renderer/quantization_config.h,renderer,renderer
include,renderer/tile_render_rasterizer_stage.cpp,renderer/resource_owner_mismatch_contract.h,renderer,renderer
include,renderer/tile_render_rasterizer_stage.cpp,renderer/sh_config.h,renderer,renderer
include,renderer/tile_render_rasterizer_stage.cpp,renderer/shader_compilation_helper.h,renderer,renderer
include,renderer/tile_render_rasterizer_stage.cpp,renderer/tile_prefix_scan_utils.h,renderer,renderer
include,renderer/tile_render_rasterizer_stage.cpp,renderer/tile_renderer.h,renderer,renderer
include,renderer/tile_render_resolve.cpp,interfaces/sync_policy.h,renderer,interfaces
include,renderer/tile_render_resolve.cpp,logger/gs_logger.h,renderer,logger
include,renderer/tile_render_resolve.cpp,renderer/gaussian_gpu_layout.h,renderer,renderer
include,renderer/tile_render_resolve.cpp,renderer/gpu_debug_utils.h,renderer,renderer
include,renderer/tile_render_resolve.cpp,renderer/gpu_performance_monitor.h,renderer,renderer
include,renderer/tile_render_resolve.cpp,renderer/gpu_sorter.h,renderer,renderer
include,renderer/tile_render_resolve.cpp,renderer/gpu_sorting_config.h,renderer,renderer
include,renderer/tile_render_resolve.cpp,renderer/pipeline_io_contracts.h,renderer,renderer
include,renderer/tile_render_resolve.cpp,renderer/quantization_config.h,renderer,renderer
include,renderer/tile_render_resolve.cpp,renderer/resource_owner_mismatch_contract.h,renderer,renderer
include,renderer/tile_render_resolve.cpp,renderer/sh_config.h,renderer,renderer
include,renderer/tile_render_resolve.cpp,renderer/shader_compilation_helper.h,renderer,renderer
include,renderer/tile_render_resolve.cpp,renderer/tile_prefix_scan_utils.h,renderer,renderer
include,renderer/tile_render_resolve.cpp,renderer/tile_renderer.h,renderer,renderer
include,renderer/tile_render_resources.cpp,interfaces/render_device_manager.h,renderer,interfaces
include,renderer/tile_render_resources.cpp,interfaces/sync_policy.h,renderer,interfaces
include,renderer/tile_render_resources.cpp,logger/gs_logger.h,renderer,logger
include,renderer/tile_render_resources.cpp,renderer/gaussian_gpu_layout.h,renderer,renderer
include,renderer/tile_render_resources.cpp,renderer/gpu_sorting_config.h,renderer,renderer
include,renderer/tile_render_resources.cpp,renderer/pipeline_io_contracts.h,renderer,renderer
include,renderer/tile_render_resources.cpp,renderer/tile_render_resources.h,renderer,renderer
include,renderer/tile_render_resources.cpp,renderer/tile_renderer.h,renderer,renderer
include,renderer/tile_render_resources.h,renderer/gpu_sorter.h,renderer,renderer
include,renderer/tile_render_resources.h,renderer/tile_render_types.h,renderer,renderer
include,renderer/tile_render_stages.cpp,renderer/gaussian_gpu_layout.h,renderer,renderer
include,renderer/tile_render_stages.cpp,renderer/quantization_config.h,renderer,renderer
include,renderer/tile_render_stages.cpp,renderer/sh_config.h,renderer,renderer
include,renderer/tile_render_stages.cpp,renderer/tile_renderer.h,renderer,renderer
include,renderer/tile_render_types.h,resources/color_grading_resource.h,renderer,resources
include,renderer/tile_renderer.cpp,core/performance_monitors.h,renderer,core
include,renderer/tile_renderer.cpp,interfaces/render_device_manager.h,renderer,interfaces
include,renderer/tile_renderer.cpp,interfaces/sync_policy.h,renderer,interfaces
include,renderer/tile_renderer.cpp,logger/gs_logger.h,renderer,logger
include,renderer/tile_renderer.cpp,renderer/gaussian_gpu_layout.h,renderer,renderer
include,renderer/tile_renderer.cpp,renderer/gpu_debug_utils.h,renderer,renderer
include,renderer/tile_renderer.cpp,renderer/gpu_performance_monitor.h,renderer,renderer
include,renderer/tile_renderer.cpp,renderer/gpu_sorting_config.h,renderer,renderer
include,renderer/tile_renderer.cpp,renderer/instance_pipeline_contract.h,renderer,renderer
include,renderer/tile_renderer.cpp,renderer/quantization_config.h,renderer,renderer
include,renderer/tile_renderer.cpp,renderer/resource_owner_mismatch_contract.h,renderer,renderer
include,renderer/tile_renderer.cpp,renderer/sh_config.h,renderer,renderer
include,renderer/tile_renderer.cpp,renderer/shader_compilation_helper.h,renderer,renderer
include,renderer/tile_renderer.cpp,renderer/tile_renderer.h,renderer,renderer
include,renderer/tile_renderer.h,core/gaussian_data.h,renderer,core
include,renderer/tile_renderer.h,renderer/gpu_sorter.h,renderer,renderer
include,renderer/tile_renderer.h,renderer/shader_compilation_types.h,renderer,renderer
include,renderer/tile_renderer.h,renderer/tile_prefix_scan_utils.h,renderer,renderer
include,renderer/tile_renderer.h,renderer/tile_render_adaptive_controller.h,renderer,renderer
include,renderer/tile_renderer.h,renderer/tile_render_async_readback.h,renderer,renderer
include,renderer/tile_renderer.h,renderer/tile_render_resources.h,renderer,renderer
include,renderer/tile_renderer.h,renderer/tile_render_stages.h,renderer,renderer
include,renderer/tile_renderer.h,renderer/tile_render_types.h,renderer,renderer
include,resources/color_grading_resource.cpp,resources/color_grading_resource.h,resources,resources
symbol,animation/animation_state_machine.cpp,animation/animation_state_machine.h,animation,animation
symbol,animation/animation_state_machine.cpp,animation/animation_state_machine.h,animation,animation
symbol,animation/animation_state_machine.cpp,animation/animation_state_machine.h,animation,animation
symbol,animation/animation_state_machine.cpp,animation/animation_state_machine.h,animation,animation
symbol,animation/animation_state_machine.cpp,animation/keyframe_interpolator.h,animation,animation
symbol,animation/animation_state_machine.cpp,animation/keyframe_interpolator.h,animation,animation
symbol,animation/animation_state_machine.h,persistence/incremental_saver.h,animation,persistence
symbol,animation/animation_state_machine.h,animation/keyframe_interpolator.h,animation,animation
symbol,animation/animation_state_machine.h,animation/keyframe_interpolator.h,animation,animation
symbol,animation/keyframe_interpolator.cpp,animation/keyframe_interpolator.h,animation,animation
symbol,animation/keyframe_interpolator.cpp,animation/keyframe_interpolator.h,animation,animation
symbol,asset_management/asset_dependency_manager.cpp,asset_management/asset_dependency_manager.h,asset_management,asset_management
symbol,asset_management/asset_dependency_manager.cpp,asset_management/asset_dependency_manager.h,asset_management,asset_management
symbol,asset_management/asset_dependency_manager.cpp,asset_management/asset_dependency_manager.h,asset_management,asset_management
symbol,asset_management/asset_dependency_manager.cpp,asset_management/asset_dependency_manager.h,asset_management,asset_management
symbol,asset_management/asset_dependency_manager.cpp,asset_management/asset_dependency_manager.h,asset_management,asset_management
symbol,asset_management/asset_dependency_manager.cpp,asset_management/asset_dependency_manager.h,asset_management,asset_management
symbol,compute/compute_infrastructure.cpp,compute/compute_infrastructure.h,compute,compute
symbol,compute/compute_infrastructure.cpp,compute/compute_infrastructure.h,compute,compute
symbol,compute/compute_infrastructure.cpp,compute/compute_infrastructure.h,compute,compute
symbol,compute/compute_infrastructure.cpp,compute/compute_infrastructure.h,compute,compute
symbol,compute/compute_infrastructure.cpp,compute/compute_infrastructure.h,compute,compute
symbol,compute/compute_infrastructure.cpp,compute/compute_infrastructure.h,compute,compute
symbol,compute/compute_infrastructure.cpp,compute/compute_infrastructure.h,compute,compute
symbol,core/gaussian_data.cpp,core/gaussian_data.h,core,core
symbol,core/gaussian_data.cpp,core/gaussian_data.h,core,core
symbol,core/gaussian_data.cpp,core/gaussian_splat_manager.h,core,core
symbol,core/gaussian_data.cpp,core/gaussian_data.h,core,core
symbol,core/gaussian_data.cpp,core/streaming_upload_pipeline.h,core,core
symbol,core/gaussian_data.h,resources/color_grading_resource.h,core,resources
symbol,core/gaussian_data.h,animation/animation_state_machine.h,core,animation
symbol,core/gaussian_data.h,persistence/incremental_saver.h,core,persistence
symbol,core/gaussian_data.h,core/gaussian_splat_asset.h,core,core
symbol,core/gaussian_data.h,core/streaming_upload_pipeline.h,core,core
symbol,core/gaussian_data_animation.cpp,animation/animation_state_machine.h,core,animation
symbol,core/gaussian_data_animation.cpp,core/gaussian_data.h,core,core
symbol,core/gaussian_data_animation.cpp,persistence/incremental_saver.h,core,persistence
symbol,core/gaussian_data_color_grading.cpp,resources/color_grading_resource.h,core,resources
symbol,core/gaussian_data_color_grading.cpp,core/gaussian_data.h,core,core
symbol,core/gaussian_data_color_grading.cpp,core/gaussian_data.h,core,core
symbol,core/gaussian_data_edits.cpp,core/gaussian_data.h,core,core
symbol,core/gaussian_data_edits.cpp,core/gaussian_data.h,core,core
symbol,core/gaussian_data_edits.cpp,core/gaussian_data.h,core,core
symbol,core/gaussian_data_gpu.cpp,core/gaussian_data.h,core,core
symbol,core/gaussian_data_gpu.cpp,core/gaussian_data.h,core,core
symbol,core/gaussian_data_gpu.cpp,renderer/gaussian_gpu_layout.h,core,renderer
symbol,core/gaussian_data_io.cpp,core/gaussian_data.h,core,core
symbol,core/gaussian_data_io.cpp,core/gaussian_data.h,core,core
symbol,core/gaussian_data_io.cpp,io/gaussian_data_loader.h,core,io
symbol,core/gaussian_data_io.cpp,core/gaussian_splat_asset.h,core,core
symbol,core/gaussian_data_octree.cpp,core/gaussian_data.h,core,core
symbol,core/gaussian_data_octree.cpp,core/gaussian_data.h,core,core
symbol,core/gaussian_data_octree.cpp,core/gaussian_data.h,core,core
symbol,core/gaussian_splat_asset.cpp,core/gaussian_data.h,core,core
symbol,core/gaussian_splat_asset.cpp,core/gaussian_data.h,core,core
symbol,core/gaussian_splat_asset.cpp,io/gaussian_data_loader.h,core,io
symbol,core/gaussian_splat_asset.cpp,core/gaussian_splat_asset.h,core,core
symbol,core/gaussian_splat_asset.h,core/gaussian_data.h,core,core
symbol,core/gaussian_splat_config_registry.cpp,core/gaussian_splat_config_registry.h,core,core
symbol,core/gaussian_splat_manager.cpp,core/gaussian_splat_manager.h,core,core
symbol,core/gaussian_splat_manager.cpp,core/gaussian_splat_manager.h,core,core
symbol,core/gaussian_splat_manager.cpp,core/gaussian_data.h,core,core
symbol,core/gaussian_splat_manager.cpp,core/gaussian_data.h,core,core
symbol,core/gaussian_splat_manager.cpp,core/gaussian_splat_asset.h,core,core
symbol,core/gaussian_splat_manager.cpp,core/gaussian_splat_manager.h,core,core
symbol,core/gaussian_splat_manager.cpp,nodes/gaussian_splat_node_3d.h,core,nodes
symbol,core/gaussian_splat_manager.cpp,core/gaussian_splat_manager.h,core,core
symbol,core/gaussian_splat_manager.cpp,core/gaussian_splat_manager.h,core,core
symbol,core/gaussian_splat_manager.cpp,renderer/tile_renderer.cpp,core,renderer
symbol,core/gaussian_splat_manager.h,core/gaussian_data.h,core,core
symbol,core/gaussian_splat_manager.h,core/gaussian_data.h,core,core
symbol,core/gaussian_splat_manager.h,core/gaussian_splat_asset.h,core,core
symbol,core/gaussian_splat_manager.h,nodes/gaussian_splat_node_3d.h,core,nodes
symbol,core/gaussian_splat_manager.h,interfaces/render_thread_dispatcher.h,core,interfaces
symbol,core/gaussian_splat_merge_utils.cpp,core/gaussian_data.h,core,core
symbol,core/gaussian_splat_merge_utils.cpp,core/gaussian_splat_asset.h,core,core
symbol,core/gaussian_splat_merge_utils.cpp,core/gaussian_splat_merge_utils.h,core,core
symbol,core/gaussian_splat_merge_utils.cpp,core/gaussian_splat_merge_utils.h,core,core
symbol,core/gaussian_splat_merge_utils.cpp,renderer/gaussian_splat_renderer.h,core,renderer
symbol,core/gaussian_splat_merge_utils.cpp,interfaces/gpu_culler.h,core,interfaces
symbol,core/gaussian_splat_merge_utils.h,core/gaussian_data.h,core,core
symbol,core/gaussian_splat_merge_utils.h,core/gaussian_splat_asset.h,core,core
symbol,core/gaussian_splat_merge_utils.h,renderer/gaussian_splat_renderer.h,core,renderer
symbol,core/gaussian_splat_merge_utils.h,interfaces/gpu_culler.h,core,interfaces
symbol,core/gaussian_splat_scene_director.cpp,core/gaussian_splat_scene_director.h,core,core
symbol,core/gaussian_splat_scene_director.cpp,core/gaussian_data.h,core,core
symbol,core/gaussian_splat_scene_director.cpp,core/gaussian_splat_asset.h,core,core
symbol,core/gaussian_splat_scene_director.cpp,core/gaussian_splat_manager.h,core,core
symbol,core/gaussian_splat_scene_director.cpp,renderer/gaussian_splat_renderer.h,core,renderer
symbol,core/gaussian_splat_scene_director.cpp,core/gaussian_splat_scene_director.h,core,core
symbol,core/gaussian_splat_scene_director.cpp,renderer/gaussian_splat_renderer.h,core,renderer
symbol,core/gaussian_splat_scene_director.cpp,core/gaussian_splat_scene_director.h,core,core
symbol,core/gaussian_splat_scene_director.cpp,core/gaussian_splat_scene_director.h,core,core
symbol,core/gaussian_splat_scene_director.h,core/gaussian_data.h,core,core
symbol,core/gaussian_splat_scene_director.h,core/gaussian_splat_asset.h,core,core
symbol,core/gaussian_splat_scene_director.h,renderer/gaussian_splat_renderer.h,core,renderer
symbol,core/gaussian_splat_scene_director.h,renderer/gaussian_splat_renderer.h,core,renderer
symbol,core/gaussian_splat_settings_manager.cpp,core/gaussian_splat_settings_manager.h,core,core
symbol,core/gaussian_splat_settings_manager.cpp,core/gaussian_splat_settings_manager.h,core,core
symbol,core/gaussian_splat_world.cpp,core/gaussian_data.h,core,core
symbol,core/gaussian_splat_world.cpp,renderer/gaussian_splat_renderer.h,core,renderer
symbol,core/gaussian_splat_world.cpp,core/gaussian_splat_world.h,core,core
symbol,core/gaussian_splat_world.cpp,interfaces/gpu_culler.h,core,interfaces
symbol,core/gaussian_splat_world.h,core/gaussian_data.h,core,core
symbol,core/gaussian_splat_world.h,renderer/gaussian_splat_renderer.h,core,renderer
symbol,core/gaussian_splat_world.h,interfaces/gpu_culler.h,core,interfaces
symbol,core/gaussian_streaming.cpp,core/residency_budget_controller.h,core,core
symbol,core/gaussian_streaming.cpp,core/residency_budget_controller.h,core,core
symbol,core/gaussian_streaming.cpp,core/residency_budget_controller.h,core,core
symbol,core/gaussian_streaming.cpp,core/streaming_asset_types.h,core,core
symbol,core/gaussian_streaming.cpp,core/streaming_runtime_state.h,core,core
symbol,core/gaussian_streaming.cpp,core/streaming_asset_types.h,core,core
symbol,core/gaussian_streaming.cpp,core/streaming_config_overrides.h,core,core
symbol,core/gaussian_streaming.cpp,core/streaming_runtime_state.h,core,core
symbol,core/gaussian_streaming.cpp,core/streaming_runtime_state.h,core,core
symbol,core/gaussian_streaming.cpp,core/gaussian_data.h,core,core
symbol,core/gaussian_streaming.cpp,core/streaming_atlas.h,core,core
symbol,core/gaussian_streaming.cpp,core/gaussian_data.h,core,core
symbol,core/gaussian_streaming.cpp,renderer/gpu_memory_stream.h,core,renderer
symbol,core/gaussian_streaming.cpp,core/gaussian_splat_manager.h,core,core
symbol,core/gaussian_streaming.cpp,core/gaussian_streaming.h,core,core
symbol,core/gaussian_streaming.cpp,core/streaming_queue_pressure_controller.h,core,core
symbol,core/gaussian_streaming.cpp,core/streaming_queue_pressure_controller.h,core,core
symbol,core/gaussian_streaming.cpp,core/streaming_telemetry_adapter.h,core,core
symbol,core/gaussian_streaming.cpp,core/streaming_asset_types.h,core,core
symbol,core/gaussian_streaming.cpp,core/residency_budget_controller.h,core,core
symbol,core/gaussian_streaming.cpp,renderer/gaussian_gpu_layout.h,core,renderer
symbol,core/gaussian_streaming.cpp,core/streaming_queue_pressure_controller.h,core,core
symbol,core/gaussian_streaming.cpp,core/streaming_queue_pressure_controller.h,core,core
symbol,core/gaussian_streaming.cpp,core/streaming_runtime_state.h,core,core
symbol,core/gaussian_streaming.cpp,core/gaussian_splat_manager.h,core,core
symbol,core/gaussian_streaming.cpp,core/streaming_upload_pipeline.h,core,core
symbol,core/gaussian_streaming.cpp,core/streaming_asset_types.h,core,core
symbol,core/gaussian_streaming.cpp,core/streaming_queue_pressure_controller.h,core,core
symbol,core/gaussian_streaming.cpp,core/streaming_telemetry_adapter.h,core,core
symbol,core/gaussian_streaming.cpp,core/streaming_upload_pipeline.h,core,core
symbol,core/gaussian_streaming.cpp,core/streaming_vram_regulator.h,core,core
symbol,core/gaussian_streaming.cpp,core/streaming_vram_regulator.h,core,core
symbol,core/gaussian_streaming.h,core/streaming_asset_types.h,core,core
symbol,core/gaussian_streaming.h,core/streaming_asset_types.h,core,core
symbol,core/gaussian_streaming.h,core/streaming_runtime_state.h,core,core
symbol,core/gaussian_streaming.h,core/streaming_visibility_controller.h,core,core
symbol,core/gaussian_streaming.h,core/streaming_visibility_controller.h,core,core
symbol,core/gaussian_streaming.h,core/streaming_asset_types.h,core,core
symbol,core/gaussian_streaming.h,core/streaming_quantization.h,core,core
symbol,core/gaussian_streaming.h,core/streaming_config_overrides.h,core,core
symbol,core/gaussian_streaming.h,core/streaming_runtime_state.h,core,core
symbol,core/gaussian_streaming.h,core/streaming_runtime_state.h,core,core
symbol,core/gaussian_streaming.h,core/gaussian_data.h,core,core
symbol,core/gaussian_streaming.h,core/streaming_atlas.h,core,core
symbol,core/gaussian_streaming.h,core/gaussian_data.h,core,core
symbol,core/gaussian_streaming.h,renderer/gpu_memory_stream.h,core,renderer
symbol,core/gaussian_streaming.h,core/gaussian_splat_manager.h,core,core
symbol,core/gaussian_streaming.h,core/streaming_global_atlas_registry.h,core,core
symbol,core/gaussian_streaming.h,core/streaming_runtime_state.h,core,core
symbol,core/gaussian_streaming.h,core/streaming_asset_types.h,core,core
symbol,core/gaussian_streaming.h,core/residency_budget_controller.h,core,core
symbol,core/gaussian_streaming.h,renderer/gaussian_gpu_layout.h,core,renderer
symbol,core/gaussian_streaming.h,core/streaming_runtime_state.h,core,core
symbol,core/gaussian_streaming.h,core/gaussian_splat_manager.h,core,core
symbol,core/gaussian_streaming.h,core/streaming_asset_types.h,core,core
symbol,core/gaussian_streaming.h,core/streaming_eviction_controller.h,core,core
symbol,core/gaussian_streaming.h,core/streaming_global_atlas_registry.h,core,core
symbol,core/gaussian_streaming.h,core/streaming_upload_pipeline.h,core,core
